cluster,block_height,output_index,derived_p2pkh_address,amount_btc,script_type,source
E,17180,0,12uvzCSaJ63QKadxTz1xxXtxJbtuz94hfb,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17182,0,12mWbUE3R5rt5tcCMgdnNTyA4vmTXe26Ar,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17184,0,1tTRkEwdPKvNhZgbj8SHPx5qHnm4PNQPq,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17186,0,1V6PNCKkx6FtzjDLN58fUXAtAJysuo6jF,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17187,0,1Ayc9DkVyw4nFM3mqYL6EZ2njxYnEL9UZ3,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17189,0,1N2VjjM4qHdkAtzH5rPSBB2PQoh7tQZYHB,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17190,0,1Q6PMLzD6xoR7CjrWJ4nvFyjYMbBcpzC6U,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17191,0,18dQbcJ6HHB6W3WwHAJjmD6nejTyxYcH2C,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17192,0,1L1r7SLrYoFbn7KtF6eiGLD9NexNKZDcxx,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17194,0,15xkpjZq7QUhHvsyyTKK7AJkUSVZ6DDwVk,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17196,0,1NLnaK48wNA1rk6XrrzDvg71RPBdLpZMLN,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17198,0,15LM7reeZ8qMMZScZa3cBFi5wa54pK1fzX,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17200,0,1C1P8cz8Vd35y5EjGbz2eU2oib23JE2cqT,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17201,0,1Kd2veTt4rYi6oh253fRCbaKvpPk9fLgEh,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17202,0,15tiDJxuB8suQGp9fvjgro8JkmEVZWWkRK,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17203,0,19CsmWrrKVW9b9bsXQxh6J9yWh6g2UvXQK,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17205,0,1PfwK3iyd6EP5JyahHUGwmhqiSPuBaPUxF,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17206,0,1BGFz55jVuvLcUw7wVapsJQsdkMUNwDZba,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17208,0,12sML798iRBifngEttfbfCp9q2qH7QfrQp,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17210,0,1QLRUD7G9qniUV7KpDacsJABDMdJiFybj9,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17212,0,1N1cAiTbSWiHtW18i1tCELxPXqTFwea2ZF,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17213,0,1ebvvhRGkuDkfAaUaAK7bzmkw1fdi8vHb,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17214,0,1K2w3yxjN366msocbVvFa25Pe3k8AS6fjJ,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17216,0,1Exf8GUYmcfpSXSJPDMNizG7KoniMFa4Yp,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
